"","Id","ym","RET.USD"
"584","135127",2021-09-01,13.8456
"585","135127",2021-12-01,7.799
"586","135176",1995-03-01,9.7221
"587","135176",1995-06-01,7.1854
"588","135176",1995-09-01,-0.2594
"589","135176",1995-12-01,4.7398
"590","135176",1996-03-01,-2.1774
"591","135176",1996-06-01,0.8258
"592","135176",1996-09-01,-4.7371
"593","135176",1996-12-01,7.1015
"594","135176",1997-03-01,12.0296
"595","135176",1997-06-01,-2.9825
"596","135176",1997-09-01,10.6012
"597","135176",1997-12-01,32.6915
"598","135176",1998-03-01,-4.0004
"599","135176",1998-06-01,-11.2076
"600","135176",1998-09-01,-5.2251
"601","135176",1998-12-01,29.1076
"602","135176",1999-06-01,-0.3026
"603","135176",1999-09-01,-4.0472
"604","135176",1999-12-01,5.0176
"605","135176",2000-03-01,5.2653
"606","135176",2000-06-01,-13.1226
"607","135176",2000-09-01,26.3512
"608","135176",2000-12-01,-22.6025
"609","135176",2001-03-01,-41.473
"610","135176",2001-06-01,-20.1638
"611","135176",2001-09-01,-60.7357
"612","135176",2001-12-01,NA
"613","135176",2002-03-01,NA
"614","135176",2002-06-01,NA
"615","135176",2002-09-01,NA
"616","135176",2002-12-01,NA
"617","135176",2003-06-01,NA
"618","135176",2003-09-01,NA
"619","135176",2003-12-01,NA
"620","135176",2004-03-01,NA
"621","135176",2004-06-01,NA
"622","135176",2004-09-01,NA
"623","135176",2004-12-01,NA
"624","135176",2005-03-01,NA
"625","135176",2005-06-01,NA
"626","135176",2005-09-01,NA
"627","135176",2005-12-01,NA
"628","135176",2006-03-01,NA
"629","135176",2006-06-01,NA
"630","135176",2006-09-01,NA
"631","135176",2006-12-01,NA
"632","135176",2007-03-01,NA
"633","135176",2007-06-01,NA
"634","135176",2007-09-01,NA
"635","135176",2007-12-01,NA
"636","135176",2008-03-01,NA
"637","135176",2008-06-01,NA
"638","135176",2008-09-01,NA
"639","135176",2009-09-01,NA
"640","135176",2010-03-01,NA
"641","135176",2010-06-01,NA
"642","135176",2010-12-01,NA
"643","135176",2011-03-01,NA
"644","135176",2011-06-01,NA
"645","135176",2011-09-01,NA
"646","135176",2011-12-01,NA
"647","135176",2012-03-01,NA
"648","135176",2012-06-01,NA
"649","135176",2012-09-01,NA
"650","135176",2012-12-01,NA
"651","135176",2013-03-01,NA
"652","135176",2013-06-01,NA
"653","135176",2013-09-01,NA
"654","135176",2013-12-01,NA
"655","135176",2014-03-01,NA
"656","135176",2014-06-01,NA
"657","135176",2014-09-01,NA
"658","135176",2014-12-01,NA
"659","135176",2015-03-01,NA
"660","135176",2015-06-01,NA
"661","135176",2015-09-01,NA
"662","135176",2015-12-01,NA
"663","135176",2016-03-01,NA
"664","135176",2016-06-01,NA
"665","135176",2016-09-01,NA
"666","135176",2016-12-01,NA
"667","135176",2017-03-01,NA
"668","135176",2017-06-01,NA
"669","135176",2017-12-01,NA
"670","135176",2018-03-01,NA
"671","135176",2018-06-01,NA
"672","135176",2018-09-01,NA
"673","135176",2018-12-01,NA
"674","135176",2019-03-01,NA
"675","135176",2019-06-01,NA
"676","135176",2019-12-01,NA
"677","135176",2020-09-01,NA
"678","135176",2020-12-01,NA
"679","135176",2021-03-01,NA
"680","135176",2021-06-01,NA
"681","135176",2021-09-01,NA
"682","135176",2021-12-01,NA
"683","135197",1995-09-01,2.1723
"684","135197",1995-12-01,8.2008
"685","135197",1996-03-01,-1.147
"686","135197",1996-06-01,0.2807
"687","135197",1996-09-01,1.3711
"688","135197",1996-12-01,3.6384
"689","135197",1997-03-01,2.7403
"690","135197",1997-06-01,3.4541
"691","135197",1997-09-01,1.1299
"692","135197",1997-12-01,-0.3084
"693","135197",1998-03-01,1.9095
"694","135197",1998-06-01,5.8463
"695","135197",1998-09-01,13.7821
"696","135197",1998-12-01,-2.1022
"697","135197",1999-06-01,-3.8565
"698","135197",1999-09-01,-2.1011
"699","135197",1999-12-01,-14.6746
"700","135197",2000-03-01,105.4227
"701","135197",2000-06-01,3.583
"702","135197",2000-09-01,-9.6723
"703","135197",2000-12-01,-19.4161
"704","135197",2001-03-01,0.2713
"705","135197",2001-06-01,-3.2877
"706","135197",2001-09-01,-5.0058
"707","135197",2001-12-01,23.5731
"708","135197",2002-03-01,7.5956
"709","135197",2002-06-01,-4.8247
"710","135197",2002-09-01,13.6417
"711","135197",2002-12-01,12.7018
"712","135197",2003-06-01,-2.4152
"713","135197",2003-09-01,8.4432
"714","135197",2003-12-01,13.4499
"715","135197",2004-03-01,6.1933
"716","135197",2004-06-01,-0.8106
"717","135197",2004-09-01,12.9676
"718","135197",2004-12-01,1.0256
"719","135197",2005-03-01,-0.6289
"720","135197",2005-06-01,NA
"721","135197",2005-09-01,NA
"722","135197",2005-12-01,NA
"723","135197",2006-03-01,NA
"724","135197",2006-06-01,NA
"725","135197",2006-09-01,NA
"726","135197",2006-12-01,NA
"727","135197",2007-03-01,NA
"728","135197",2007-06-01,NA
"729","135197",2007-09-01,NA
"730","135197",2007-12-01,NA
"731","135197",2008-03-01,NA
"732","135197",2008-06-01,NA
"733","135197",2008-09-01,NA
"734","135197",2009-09-01,NA
"735","135197",2010-03-01,NA
"736","135197",2010-06-01,NA
"737","135197",2010-12-01,NA
"738","135197",2011-03-01,NA
"739","135197",2011-06-01,NA
"740","135197",2011-09-01,NA
"741","135197",2011-12-01,NA
"742","135197",2012-03-01,NA
"743","135197",2012-06-01,NA
"744","135197",2012-09-01,NA
"745","135197",2012-12-01,NA
"746","135197",2013-03-01,NA
"747","135197",2013-06-01,NA
"748","135197",2013-09-01,NA
"749","135197",2013-12-01,NA
"750","135197",2014-03-01,NA
"751","135197",2014-06-01,NA
"752","135197",2014-09-01,NA
"753","135197",2014-12-01,NA
"754","135197",2015-03-01,NA
"755","135197",2015-06-01,NA
"756","135197",2015-09-01,NA
"757","135197",2015-12-01,NA
"758","135197",2016-03-01,NA
"759","135197",2016-06-01,NA
"760","135197",2016-09-01,NA
"761","135197",2016-12-01,NA
"762","135197",2017-03-01,NA
"763","135197",2017-06-01,NA
"764","135197",2017-12-01,NA
"765","135197",2018-03-01,NA
"766","135197",2018-06-01,NA
"767","135197",2018-09-01,NA
"768","135197",2018-12-01,NA
"769","135197",2019-03-01,NA
"770","135197",2019-06-01,NA
"771","135197",2019-12-01,NA
"772","135197",2020-09-01,NA
"773","135197",2020-12-01,NA
"774","135197",2021-03-01,NA
"775","135197",2021-06-01,NA
"776","135197",2021-09-01,NA
"777","135197",2021-12-01,NA
"778","135206",1995-03-01,NA
"779","135206",1995-06-01,6.4879
"780","135206",1995-09-01,6.445
"781","135206",1995-12-01,8.3859
"782","135206",1996-03-01,19.6552
"783","135206",1996-06-01,6.5655
"784","135206",1996-09-01,2.0669
"785","135206",1996-12-01,6.5547
"786","135206",1997-03-01,0.3364
"787","135206",1997-06-01,4.8207
"788","135206",1997-09-01,12.0561
"789","135206",1997-12-01,-9.9254
"790","135206",1998-03-01,12.0169
"791","135206",1998-06-01,-10.0914
"792","135206",1998-09-01,-36.1468
"793","135206",1998-12-01,-8.9123
