"","ym","RET"
"187",Jul 2005,2.078873576
"188",Aug 2005,11.1473286084
"189",Sep 2005,1.5024013807
"190",Oct 2005,-2.3608405129
"191",Nov 2005,3.1690417722
"192",Dec 2005,3.1672036387
"193",Jan 2006,10.3392160536
"194",Feb 2006,1.9126974573
"195",Mar 2006,9.7536060206
"196",Apr 2006,11.9374277034
"197",May 2006,-5.5776020704
"198",Jun 2006,-2.7558345646
"199",Jul 2006,-3.1771277895
"200",Aug 2006,5.8031975487
"201",Sep 2006,-0.1355806376
"202",Oct 2006,3.8002062495
"203",Nov 2006,6.7693312583
"204",Dec 2006,4.6356528883
"205",Jan 2007,7.986122585
"206",Feb 2007,5.6716061562
"207",Mar 2007,3.3555689509
"208",Apr 2007,5.376572277
"209",May 2007,8.072098236
"210",Jun 2007,0.4799800824
"211",Jul 2007,-3.468865162
"212",Aug 2007,-4.1847743631
"213",Sep 2007,-0.2664723232
"214",Oct 2007,7.4094082457
"215",Nov 2007,-9.2616722647
"216",Dec 2007,-0.7145399561
"217",Jan 2008,-13.4422799486
"218",Feb 2008,5.3096129212
"219",Mar 2008,-4.4224905475
"220",Apr 2008,2.4466539717
"221",May 2008,6.020806362
"222",Jun 2008,1.9131805209
"223",Jul 2008,-2.2945831797
"224",Aug 2008,-6.0985005479
"225",Sep 2008,-11.2702529966
"226",Oct 2008,-22.8175519274
"227",Nov 2008,-1.3932903835
"228",Dec 2008,-7.9913531523
"229",Jan 2009,8.3364898644
"230",Feb 2009,4.7508446606
"231",Mar 2009,6.121817376
"232",Apr 2009,5.0916563907
"233",May 2009,12.9051817704
"234",Jun 2009,-0.0276606031000003
"235",Jul 2009,8.2183358922
"236",Aug 2009,1.8476070832
"237",Sep 2009,12.255645384
"238",Oct 2009,8.0197450406
"239",Nov 2009,-0.33590195
"240",Dec 2009,2.88178755
"241",Jan 2010,11.8523961
"242",Feb 2010,-9.1437549278
"243",Mar 2010,17.0661681512
"244",Apr 2010,-4.3939071756
"245",May 2010,-10.3569521915
"246",Jun 2010,11.5670659935
"247",Jul 2010,19.9170782059
"248",Aug 2010,6.7546534658
"249",Sep 2010,12.007274533
"250",Oct 2010,-3.898715183
"251",Nov 2010,0.3351703258
"252",Dec 2010,8.9559074144
"253",Jan 2011,3.5199149184
"254",Feb 2011,6.8506903689
"255",Mar 2011,-2.8447105376
"256",Apr 2011,13.7846124551
"257",May 2011,-3.6986902793
"258",Jun 2011,-2.4455543704
"259",Jul 2011,1.0986704215
"260",Aug 2011,-6.6216303594
"261",Sep 2011,-11.0763317008
"262",Oct 2011,13.5450335708
"263",Nov 2011,0.8513680443
"264",Dec 2011,-3.9779493586
"265",Jan 2012,3.7906996663
"266",Feb 2012,0.9577371247
"267",Mar 2012,-3.7915978031
"268",Apr 2012,4.7770169805
"269",May 2012,-7.060308453
"270",Jun 2012,5.2510450012
"271",Jul 2012,-2.588565986
"272",Aug 2012,1.6943393057
"273",Sep 2012,0.3147564824
"274",Oct 2012,0.1896985599
"275",Nov 2012,-2.966725515
"276",Dec 2012,-3.0977797916
"277",Jan 2013,2.5789544085
"278",Feb 2013,2.6204609196
"279",Mar 2013,4.6368187562
"280",Apr 2013,5.7113722652
"281",May 2013,2.8513003156
"282",Jun 2013,-1.2787139436
"283",Jul 2013,8.5842763648
"284",Aug 2013,-5.8685292061
"285",Sep 2013,6.3163371489
"286",Oct 2013,0.9966400896
"287",Nov 2013,5.1741880775
"288",Dec 2013,3.5752016536
"289",Jan 2014,7.9921249548
"290",Feb 2014,9.6404382408
"291",Mar 2014,-8.8551047524
"292",Apr 2014,-6.1303099374
"293",May 2014,-0.9619816876
"294",Jun 2014,-0.24212464
"295",Jul 2014,-0.8667065385
"296",Aug 2014,-1.4249888696
"297",Sep 2014,0.095987228
"298",Oct 2014,-2.243066719
"299",Nov 2014,6.8860849024
"300",Dec 2014,-3.335843596
"301",Jan 2015,1.4959364393
"302",Feb 2015,8.7169367591
"303",Mar 2015,-2.9683649207
"304",Apr 2015,4.8301519279
"305",May 2015,0.729120564
"306",Jun 2015,0.2459754484
"307",Jul 2015,4.2473825383
"308",Aug 2015,-5.1771540007
"309",Sep 2015,0.8135175378
"310",Oct 2015,4.2491457656
"311",Nov 2015,-1.359987925
"312",Dec 2015,5.0155675646
"313",Jan 2016,-9.0937777754
"314",Feb 2016,-6.4588091158
"315",Mar 2016,4.6858938361
"316",Apr 2016,-0.5706502731
"317",May 2016,6.9664250949
"318",Jun 2016,-14.1484963267
"319",Jul 2016,8.0243554702
"320",Aug 2016,-0.1068076065
"321",Sep 2016,1.5973015301
"322",Oct 2016,-5.1636400736
"323",Nov 2016,-1.6427806297
"324",Dec 2016,4.0712611648
"325",Jan 2017,8.5984904616
"326",Feb 2017,4.2503052246
"327",Mar 2017,1.7138948797
"328",Apr 2017,13.703231511
"329",May 2017,10.5523904392
"330",Jun 2017,0.4050444302
"331",Jul 2017,17.8154603559
"332",Aug 2017,9.0186647618
"333",Sep 2017,6.2069525643
"334",Oct 2017,7.4592953357
"335",Nov 2017,-0.5849512547
"336",Dec 2017,3.4064273606
"337",Jan 2018,-2.3704937547
"338",Feb 2018,-3.0792021772
"339",Mar 2018,0.173303538
"340",Apr 2018,1.3317769756
"341",May 2018,0.5521638768
"342",Jun 2018,3.2805802823
"343",Jul 2018,3.285250929
"344",Aug 2018,-0.3336376279
"345",Sep 2018,-5.4398908025
"346",Oct 2018,-9.0158246488
"347",Nov 2018,1.7578095784
"348",Dec 2018,-1.4458549182
"349",Jan 2019,2.8386596952
"350",Feb 2019,1.6183776634
"351",Mar 2019,3.3349754692
"352",Apr 2019,1.8192381757
"353",May 2019,1.5104217774
"354",Jun 2019,3.6286831315
"355",Jul 2019,-13.9815124069
"356",Aug 2019,2.8124850115
"357",Sep 2019,-2.8176347859
"358",Oct 2019,9.2284820119
"359",Nov 2019,3.3354206313
"360",Dec 2019,11.4739440112
"361",Jan 2020,-1.9992629727
"362",Feb 2020,-9.445331324
"363",Mar 2020,-13.8881848221
"364",Apr 2020,16.6210627354
"365",May 2020,10.6356415695
"366",Jun 2020,-0.2080458093
"367",Jul 2020,19.0047989056
"368",Aug 2020,8.859025916
"369",Sep 2020,-1.2833085117
"370",Oct 2020,-3.5306841952
"371",Nov 2020,21.770722441
"372",Dec 2020,14.8262353787
"373",Jan 2021,7.7513339937
"374",Feb 2021,3.2381956464
"375",Mar 2021,-6.7790768651
"376",Apr 2021,7.9617051242
"377",May 2021,-1.7691958047
"378",Jun 2021,-5.8160616584
"379",Jul 2021,1.0305119408
"380",Aug 2021,8.1643646325
"381",Sep 2021,-4.3908911232
"382",Oct 2021,-2.8690210252
"383",Nov 2021,-12.8183248658
"384",Dec 2021,1.0047351987
