"","RET"
"2013-04-01",-7.5126833181
"2013-05-01",2.6306857888
"2013-06-01",-3.3353914544
"2013-07-01",-4.2581983246
"2013-08-01",4.5953689623
"2013-09-01",8.1476262862
"2013-10-01",-3.6938421403
"2013-11-01",11.2317083874
"2013-12-01",-6.3451464375
"2014-01-01",-0.00925773799999993
"2014-02-01",20.1671028506
"2014-03-01",-0.9379405404
"2014-04-01",-0.9952132402
"2014-05-01",-7.4083681124
"2014-06-01",2.3251831748
"2014-07-01",0.7310919708
"2014-08-01",17.8989650935
"2014-09-01",-1.7368735212
"2014-10-01",-3.869509641
"2014-11-01",-5.3031301202
"2014-12-01",0.449442557800001
"2015-01-01",-10.5556102119
"2015-02-01",-6.9592361141
"2015-03-01",-13.7484535548
"2015-04-01",6.2539508417
"2015-05-01",10.0112815421
"2015-06-01",6.2646207803
"2015-07-01",-5.2341726448
"2015-08-01",16.292637454
"2015-09-01",-2.7501449163
"2015-10-01",10.7971971535
"2015-11-01",-4.0133872661
"2015-12-01",7.3204876035
"2016-01-01",-9.3990548229
"2016-02-01",-4.1016049339
"2016-03-01",-2.011441456
"2016-04-01",-6.1440899311
"2016-05-01",2.3547044755
"2016-06-01",-18.0413961911
"2016-07-01",1.1188458522
"2016-08-01",5.1151749955
"2016-09-01",2.291801224
"2016-10-01",7.4013772263
"2016-11-01",-20.2173096756
"2016-12-01",-2.5386535349
"2017-01-01",1.3313688462
"2017-02-01",0.4512320953
"2017-03-01",0.238942401900001
"2017-04-01",3.8718875677
"2017-05-01",-3.9082621347
"2017-06-01",-2.9646933445
"2017-07-01",19.0955277541
"2017-08-01",5.9435066121
"2017-09-01",3.438246308
"2017-10-01",6.1303161962
"2017-11-01",8.5446459921
"2017-12-01",-5.998856113
"2018-01-01",8.6123442128
"2018-02-01",-4.9224834313
"2018-03-01",-4.8744942257
"2018-04-01",-0.4633815426
"2018-05-01",21.7990156039
"2018-06-01",-4.8169758269
"2018-07-01",-0.6133293699
"2018-08-01",-7.3224528225
"2018-09-01",16.6973158476
"2018-10-01",-2.9182417091
"2018-11-01",-8.2568960252
"2018-12-01",0.0728157598000001
"2019-01-01",13.1624015557
"2019-02-01",-8.2977761695
"2019-03-01",-10.0412850578
"2019-04-01",6.5594732153
"2019-05-01",-7.0696807139
"2019-06-01",9.2599407454
"2019-07-01",0.2438411479
"2019-08-01",-13.415627512
"2019-09-01",0.751306916599999
"2019-10-01",0.401389492499999
"2019-11-01",-0.2902389189
"2019-12-01",5.0848522172
"2020-01-01",-7.5704882578
"2020-02-01",-9.6062600733
"2020-03-01",-17.056466464
"2020-04-01",14.3186416862
"2020-05-01",5.3054592219
"2020-06-01",2.4611438677
"2020-07-01",7.1662133014
"2020-08-01",12.1820213056
"2020-09-01",-0.6940441814
"2020-10-01",6.9065543272
"2020-11-01",9.1286449151
"2020-12-01",14.9055052167
"2021-01-01",6.2441738836
"2021-02-01",1.856372529
"2021-03-01",-2.0901352543
"2021-04-01",10.9372403642
"2021-05-01",-10.3521004252
"2021-06-01",-5.1068250205
"2021-07-01",-3.1429086469
"2021-08-01",16.7833335974
"2021-09-01",2.2567915991
"2021-10-01",2.4472308992
"2021-11-01",-7.5874846904
"2021-12-01",1.2255003958
