"","RET"
"1990-01-01",3.940600558
"1990-02-01",-3.4163391936
"1990-03-01",0.4568107439
"1990-04-01",-6.0872613715
"1990-05-01",8.8983722372
"1990-06-01",-1.3127847862
"1990-07-01",0.6915009665
"1990-08-01",-12.6270065024
"1990-09-01",-20.3538749885
"1990-10-01",-1.8550015981
"1990-11-01",4.2224543169
"1990-12-01",5.2961440022
"1991-01-01",3.4060969748
"1991-02-01",12.9405464663
"1991-03-01",-2.0605140263
"1991-04-01",-2.4671792067
"1991-05-01",-5.4805775011
"1991-06-01",-8.0789049477
"1991-07-01",3.58276986
"1991-08-01",16.1675065491
"1991-09-01",-2.7078187798
"1991-10-01",-0.3543125237
"1991-11-01",-10.876304286
"1991-12-01",4.9020471849
"1992-01-01",21.5209487976
"1992-02-01",5.1692764746
"1992-03-01",-5.718173825
"1992-04-01",-7.3081092204
"1992-05-01",22.3882162256
"1992-06-01",-15.12133976
"1992-07-01",-15.9651341216
"1992-08-01",-2.5726357472
"1992-09-01",-10.6122930016
"1992-10-01",-13.304201672
"1992-11-01",-3.6415868112
"1992-12-01",0.0331
"1993-01-01",16.4532504064
"1993-02-01",1.9336878032
"1993-03-01",15.90779324
"1993-04-01",8.858131136
"1993-05-01",10.066440032
"1993-06-01",15.6735129728
"1993-07-01",7.4585996832
"1993-08-01",36.407738742
"1993-09-01",28.5907040975
"1993-10-01",-0.9567831629
"1993-11-01",5.4326500067
"1993-12-01",11.4054897549
"1994-01-01",12.7063802468
"1994-02-01",13.6145498429
"1994-03-01",-14.1405742508
"1994-04-01",-1.8337361786
"1994-05-01",-8.6155026143
"1994-06-01",0.4762112257
"1994-07-01",-4.7468322
"1994-08-01",7.8712653233
"1994-09-01",9.6844766795
"1994-10-01",1.2485251552
"1994-11-01",1.3828145224
"1994-12-01",8.1632172011
"1995-01-01",-0.949994263499999
"1995-02-01",10.2596032083
"1995-03-01",5.7234685302
"1995-04-01",1.2682252303
"1995-05-01",2.1041245121
"1995-06-01",3.3715785425
"1995-07-01",-0.6018365536
"1995-08-01",10.6988196221
"1995-09-01",3.9477801755
"1995-10-01",18.6135380772
"1995-11-01",-3.1553257019
"1995-12-01",2.251669962
"1996-01-01",0.573684292
"1996-02-01",5.0003809479
"1996-03-01",6.3188028156
"1996-04-01",4.9241942726
"1996-05-01",9.1044401064
"1996-06-01",3.7766035284
"1996-07-01",-3.2993053605
"1996-08-01",6.1952510886
"1996-09-01",3.0266248808
"1996-10-01",-0.4549463367
"1996-11-01",6.1846107894
"1996-12-01",9.1824367979
"1997-01-01",-9.2737904303
"1997-02-01",6.6984114581
"1997-03-01",-0.0246344068000002
"1997-04-01",-5.7894102533
"1997-05-01",8.6605501768
"1997-06-01",-2.1311927377
"1997-07-01",-3.43146061
"1997-08-01",5.1709829396
"1997-09-01",2.1533713959
"1997-10-01",9.7991939239
"1997-11-01",2.8927486319
"1997-12-01",-3.7440420982
"1998-01-01",9.317703676
"1998-02-01",6.5214615833
"1998-03-01",6.5536489967
"1998-04-01",-6.8074168008
"1998-05-01",9.2849580756
"1998-06-01",3.8279492529
"1998-07-01",3.4861937377
"1998-08-01",-12.4618967952
"1998-09-01",-4.2690233106
"1998-10-01",3.7785169494
"1998-11-01",-10.5066143547
"1998-12-01",-3.1367823167
"1999-01-01",2.5639860711
"1999-02-01",-2.2043868269
"1999-03-01",-1.8726528801
"1999-04-01",-1.2436240766
"1999-05-01",12.5221174325
"1999-06-01",-0.3255071978
"1999-07-01",5.5333736364
"1999-08-01",13.2741445788
"1999-09-01",-3.7851500567
"1999-10-01",6.5851748972
"1999-11-01",67.3103223525
"1999-12-01",13.5460382229
"2000-01-01",5.8994620333
"2000-02-01",41.358417593
"2000-03-01",-13.7557278921
"2000-04-01",-36.9574014777
"2000-05-01",32.5032151721
"2000-06-01",12.0750461868
"2000-07-01",-8.3429906182
"2000-08-01",2.6926527301
"2000-09-01",-6.4604310188
"2000-10-01",-8.6177558106
"2000-11-01",-7.6169274112
"2000-12-01",12.3009621397
"2001-01-01",-1.7016534689
"2001-02-01",3.6963760472
"2001-03-01",1.9028454623
"2001-04-01",5.1411740627
"2001-05-01",-14.3147767783
"2001-06-01",-1.5873747956
"2001-07-01",-4.4156472219
"2001-08-01",-0.3745294939
"2001-09-01",-10.2466753112
"2001-10-01",0.992734716099999
"2001-11-01",2.2554735548
"2001-12-01",31.3312339148
"2002-01-01",-7.5275310797
"2002-02-01",0.9807718614
"2002-03-01",-0.8939863837
"2002-04-01",6.4568858582
"2002-05-01",12.1515395726
"2002-06-01",-2.182984195
"2002-07-01",-2.8129220648
"2002-08-01",-4.9344729004
"2002-09-01",2.4999252017
"2002-10-01",-4.7018742054
"2002-11-01",-4.6372587852
"2002-12-01",4.6663096038
"2003-01-01",-7.8431014073
"2003-02-01",2.2591609028
"2003-03-01",-8.2590717397
"2003-04-01",1.6699280732
"2003-05-01",-0.8507562133
"2003-06-01",-3.7146375476
"2003-07-01",-3.5608580445
"2003-08-01",6.2696780429
"2003-09-01",-0.9205172836
"2003-10-01",8.4405655551
"2003-11-01",-3.3718892513
"2003-12-01",1.6636364962
"2004-01-01",10.4231514695
"2004-02-01",-2.7120997513
"2004-03-01",-1.6667449348
"2004-04-01",-4.6823139719
"2004-05-01",19.4657978107
"2004-06-01",-3.1760215961
"2004-07-01",0.5024227478
"2004-08-01",22.2082964704
"2004-09-01",1.7630424557
"2004-10-01",8.8036095794
"2004-11-01",17.3876546752
"2004-12-01",-1.4192781122
"2005-01-01",-0.4037258805
"2005-02-01",11.9394698391
"2005-03-01",-2.0834346711
"2005-04-01",7.0001415338
"2005-05-01",-5.3749959917
"2005-06-01",-5.7216943446
"2005-07-01",1.5363233156
"2005-08-01",19.386871312
"2005-09-01",-5.2930497537
"2005-10-01",-0.7634483711
"2005-11-01",-4.6392031662
"2005-12-01",4.8644206944
"2006-01-01",5.3699432147
"2006-02-01",5.507509826
"2006-03-01",-2.5708696024
"2006-04-01",3.6434608038
"2006-05-01",-9.8624917529
"2006-06-01",-6.9214659688
"2006-07-01",-9.3617968211
"2006-08-01",-0.5918104304
"2006-09-01",-0.3916098925
"2006-10-01",0.3682684089
"2006-11-01",2.8924618327
"2006-12-01",-0.780125429300001
"2007-01-01",2.0780886473
"2007-02-01",4.2202611951
"2007-03-01",7.8528042473
"2007-04-01",6.4105518997
"2007-05-01",1.9623755773
"2007-06-01",3.2642651091
"2007-07-01",4.6052426836
"2007-08-01",-7.6609381106
"2007-09-01",4.2664093104
"2007-10-01",4.3169491618
"2007-11-01",-15.9154156187
"2007-12-01",-9.1134329041
"2008-01-01",-9.9979116102
"2008-02-01",-5.2615220062
"2008-03-01",-6.6003765505
"2008-04-01",-6.1691612544
"2008-05-01",-3.0589740738
"2008-06-01",-4.3784573859
"2008-07-01",-10.1531524766
"2008-08-01",0.308505261799999
"2008-09-01",-9.7566424801
"2008-10-01",-34.0295372986
"2008-11-01",-3.5622155271
"2008-12-01",-16.0718386073
"2009-01-01",-6.549007871
"2009-02-01",0.6595555531
"2009-03-01",7.2382312156
"2009-04-01",12.0471628499
"2009-05-01",16.4241894154
"2009-06-01",9.4385305959
"2009-07-01",4.9802228459
"2009-08-01",-8.2352216655
"2009-09-01",-1.9396568217
"2009-10-01",11.4019505395
"2009-11-01",-2.6659221387
"2009-12-01",-7.2032759062
"2010-01-01",0.3249064968
"2010-02-01",-6.5955334309
"2010-03-01",-3.642284702
"2010-04-01",11.3603867551
"2010-05-01",1.8680057854
"2010-06-01",3.0118144808
"2010-07-01",6.1011167952
"2010-08-01",-2.707674732
"2010-09-01",4.7494775005
"2010-10-01",-3.9705178809
"2010-11-01",7.765301862
"2010-12-01",8.4315717909
"2011-01-01",-5.9011710457
"2011-02-01",44.7973345075
"2011-03-01",-1.6844031952
"2011-04-01",11.4547503232
"2011-05-01",3.3833689982
"2011-06-01",-6.7092785961
"2011-07-01",-3.3671055722
"2011-08-01",-3.328804502
"2011-09-01",-6.856583096
"2011-10-01",6.4831309521
"2011-11-01",-3.6839337512
"2011-12-01",1.1529842533
"2012-01-01",0.00520239659999973
"2012-02-01",33.6443541102
"2012-03-01",-0.412884899900001
"2012-04-01",-5.610876256
"2012-05-01",-26.3335085722
"2012-06-01",2.8209552756
"2012-07-01",-4.8848557988
"2012-08-01",0.9010163672
"2012-09-01",-1.8915593959
"2012-10-01",13.7890442014
"2012-11-01",0.284699584799999
"2012-12-01",-5.5428082667
"2013-01-01",3.4346497593
"2013-02-01",10.2171497709
"2013-03-01",-0.5715750443
