"","ym","RET"
"298",Oct 2014,-8.8420849992
"299",Nov 2014,-8.3397263369
"300",Dec 2014,-1.7083110436
"301",Jan 2015,-7.8214342773
"302",Feb 2015,11.9840968981
"303",Mar 2015,-7.4773449491
"304",Apr 2015,7.1841807138
"305",May 2015,-4.2575064558
"306",Jun 2015,-0.6274218182
"307",Jul 2015,-8.1825243898
"308",Aug 2015,17.026107621
"309",Sep 2015,-6.5326494215
"310",Oct 2015,0.4660321514
"311",Nov 2015,-4.1715777849
"312",Dec 2015,11.5021361859
"313",Jan 2016,-4.7002435236
"314",Feb 2016,0.121061439
"315",Mar 2016,2.4251732474
"316",Apr 2016,-8.1780392318
"317",May 2016,1.5518428461
"318",Jun 2016,-14.3344644208
"319",Jul 2016,11.3799468535
"320",Aug 2016,13.2125191606
"321",Sep 2016,3.1068052963
"322",Oct 2016,-9.0822061962
"323",Nov 2016,6.7983865646
"324",Dec 2016,-2.4372257741
"325",Jan 2017,10.567814151
"326",Feb 2017,-2.6541290818
"327",Mar 2017,-8.8307144279
"328",Apr 2017,0.7923034908
"329",May 2017,4.943238316
"330",Jun 2017,-3.7354457666
"331",Jul 2017,-4.24233398
"332",Aug 2017,1.3207177531
"333",Sep 2017,14.7341642185
"334",Oct 2017,-1.9394991713
"335",Nov 2017,5.0475681196
"336",Dec 2017,-13.1841417182
"337",Jan 2018,-0.894227754199999
"338",Feb 2018,-4.1334849401
"339",Mar 2018,-6.8850344944
"340",Apr 2018,-9.0629853012
"341",May 2018,7.7971889334
"342",Jun 2018,-8.7047254127
"343",Jul 2018,3.2474224939
"344",Aug 2018,5.826798008
"345",Sep 2018,-11.7873922042
"346",Oct 2018,-8.1301396892
"347",Nov 2018,-2.7184667317
"348",Dec 2018,-16.1491974053
"349",Jan 2019,21.4960024536
"350",Feb 2019,5.4150481408
"351",Mar 2019,-1.663553626
"352",Apr 2019,74.8632281737
"353",May 2019,-2.3131008583
"354",Jun 2019,-2.0687203913
"355",Jul 2019,2.1181563722
"356",Aug 2019,-4.1529450012
"357",Sep 2019,-4.8408839901
"358",Oct 2019,8.046535131
"359",Nov 2019,-10.3685198222
"360",Dec 2019,5.9088985461
"361",Jan 2020,11.78261093
"362",Feb 2020,-22.9143295601
"363",Mar 2020,-22.3727778375
"364",Apr 2020,8.3164341855
"365",May 2020,30.7105416028
"366",Jun 2020,15.9545825659
"367",Jul 2020,7.91439892
"368",Aug 2020,5.6265638878
"369",Sep 2020,-14.4187166785
"370",Oct 2020,-6.3615939344
"371",Nov 2020,26.8531919228
"372",Dec 2020,3.4885406905
"373",Jan 2021,26.2245287712
"374",Feb 2021,28.5278617998
"375",Mar 2021,-2.3902223279
"376",Apr 2021,12.5894382469
"377",May 2021,-1.9877831156
"378",Jun 2021,-13.6740925948
"379",Jul 2021,-6.0386071588
"380",Aug 2021,-4.4809916355
"381",Sep 2021,6.426714585
"382",Oct 2021,-0.8511883888
"383",Nov 2021,-11.8554920251
"384",Dec 2021,12.8043914231
