"","RET"
"2015-07-01",650.0139415001
"2015-08-01",656.5092701709
"2015-09-01",658.7370997917
"2015-10-01",660.983644995
"2015-11-01",662.6495641129
"2015-12-01",660.4100723057
"2016-01-01",659.1289114951
"2016-02-01",653.1229365717
"2016-03-01",662.6932348982
"2016-04-01",660.9638295844
"2016-05-01",659.2499506606
"2016-06-01",632.8429149194
"2016-07-01",642.321182779
"2016-08-01",647.1314033162
"2016-09-01",656.7589774948
"2016-10-01",654.16817163
"2016-11-01",651.5405238635
"2016-12-01",661.6826088654
"2017-01-01",668.6723571292
"2017-02-01",674.3448985211
"2017-03-01",670.4676561416
"2017-04-01",680.3052935693
"2017-05-01",696.6767800484
"2017-06-01",697.3620437316
"2017-07-01",697.213038026
"2017-08-01",699.9861748875
"2017-09-01",704.0292775906
"2017-10-01",709.4548202471
"2017-11-01",707.8276610139
"2017-12-01",699.6805413136
"2018-01-01",700.7333862708
"2018-02-01",705.6673376304
"2018-03-01",698.9265790017
"2018-04-01",694.2216853336
"2018-05-01",689.9215539512
"2018-06-01",686.6553090267
"2018-07-01",685.2694457109
"2018-08-01",689.4913562101
"2018-09-01",700.0707948622
"2018-10-01",686.2487921878
"2018-11-01",682.4428230832
"2018-12-01",673.6628203558
"2019-01-01",691.5880123168
"2019-02-01",704.8251806557
"2019-03-01",707.1292872345
"2019-04-01",706.1526597048
"2019-05-01",714.6824830914
"2019-06-01",716.5439232629
"2019-07-01",712.8597938815
"2019-08-01",707.786201685
"2019-09-01",709.4235800123
"2019-10-01",725.8653396455
"2019-11-01",727.5783205213
"2019-12-01",734.7882669263
"2020-01-01",738.2090059911
"2020-02-01",725.7563611158
"2020-03-01",718.2142791846
"2020-04-01",734.9047499284
"2020-05-01",741.7226592494
"2020-06-01",740.8899886836
"2020-07-01",760.7162240634
"2020-08-01",770.7877047722
"2020-09-01",757.1360984903
"2020-10-01",775.2302017014
"2020-11-01",780.0936181035
"2020-12-01",806.1426898167
"2021-01-01",820.2999128731
"2021-02-01",826.6455073347
"2021-03-01",819.7362891911
"2021-04-01",828.2749685491
"2021-05-01",827.7353275375
"2021-06-01",829.8189891314
"2021-07-01",835.0995722383
"2021-08-01",842.6944316548
"2021-09-01",841.4346754819
"2021-10-01",846.8190760167
"2021-11-01",832.8904177202
"2021-12-01",838.7928371535
