"","ym","RET"
"339",Jan 2015,-7.8214342773
"340",Feb 2015,11.9840968981
"341",Mar 2015,-7.4773449491
"342",Apr 2015,7.1841807138
"343",May 2015,-4.2575064558
"344",Jun 2015,-0.6274218182
"345",Jul 2015,-8.1825243898
"346",Aug 2015,17.026107621
"347",Sep 2015,-6.5326494215
"348",Oct 2015,0.4660321514
"349",Nov 2015,-4.1715777849
"350",Dec 2015,11.5021361859
"351",Jan 2016,-4.7002435236
"352",Feb 2016,0.121061439
"353",Mar 2016,2.4251732474
"354",Apr 2016,-8.1780392318
"355",May 2016,1.5518428461
"356",Jun 2016,-14.3344644208
"357",Jul 2016,11.3799468535
"358",Aug 2016,13.2125191606
"359",Sep 2016,3.1068052963
"360",Oct 2016,-9.0822061962
"361",Nov 2016,6.7983865646
"362",Dec 2016,-2.4372257741
"363",Jan 2017,10.567814151
"364",Feb 2017,-2.6541290818
"365",Mar 2017,-8.8307144279
"366",Apr 2017,0.7923034908
"367",May 2017,4.943238316
"368",Jun 2017,-3.7354457666
"369",Jul 2017,-4.24233398
"370",Aug 2017,1.3207177531
"371",Sep 2017,14.7341642185
"372",Oct 2017,-1.9394991713
"373",Nov 2017,5.0475681196
"374",Dec 2017,-13.1841417182
"375",Jan 2018,-0.894227754199999
"376",Feb 2018,-4.1334849401
"377",Mar 2018,-6.8850344944
"378",Apr 2018,-9.0629853012
"379",May 2018,7.7971889334
"380",Jun 2018,-8.7047254127
"381",Jul 2018,3.2474224939
"382",Aug 2018,5.826798008
"383",Sep 2018,-11.7873922042
"384",Oct 2018,-8.1301396892
"385",Nov 2018,-2.7184667317
"386",Dec 2018,-16.1491974053
"387",Jan 2019,21.4960024536
"388",Feb 2019,5.4150481408
"389",Mar 2019,-1.663553626
"390",Apr 2019,74.8632281737
"391",May 2019,-2.3131008583
"392",Jun 2019,-2.0687203913
"393",Jul 2019,2.1181563722
"394",Aug 2019,-4.1529450012
"395",Sep 2019,-4.8408839901
"396",Oct 2019,8.046535131
"397",Nov 2019,-10.3685198222
"398",Dec 2019,5.9088985461
"399",Jan 2020,11.78261093
"400",Feb 2020,-22.9143295601
"401",Mar 2020,-22.3727778375
"402",Apr 2020,8.3164341855
"403",May 2020,30.7105416028
"404",Jun 2020,15.9545825659
"405",Jul 2020,7.91439892
"406",Aug 2020,5.6265638878
"407",Sep 2020,-14.4187166785
"408",Oct 2020,-6.3615939344
"409",Nov 2020,26.8531919228
"410",Dec 2020,3.4885406905
"411",Jan 2021,26.2245287712
"412",Feb 2021,28.5278617998
"413",Mar 2021,-2.3902223279
"414",Apr 2021,12.5894382469
"415",May 2021,-1.9877831156
"416",Jun 2021,-13.6740925948
"417",Jul 2021,-6.0386071588
"418",Aug 2021,-4.4809916355
"419",Sep 2021,6.426714585
"420",Oct 2021,-0.8511883888
"421",Nov 2021,-11.8554920251
"422",Dec 2021,12.8043914231
